image_urls,chip_info,issue_date,is_obsolete,has_valid_image
"['http://themogh.org/cg_pix/nv/41598.jpg', 'http://themogh.org/cg_pix/nv/41598a.jpg']",CG041598 Current Denom: $2 Issued: 1998 Added: 2011-08-19 Last Update: 2018-02-02 Color: Blue Mold: Plain Inlay: Linen Catalog#: N7552 Contributed by: Gary Acquistapace Show,2011-08-19,False,True
['http://themogh.org/cg_pix/nv/30814.jpg'],CG030814 Current Denom: $2.50 Issued: 1998 Added: 2011-02-05 Last Update: 2019-09-29 Color: Yellow Mold: Plain Mftr: Chipco Inlay: Satin Logo: Totem Pole Catalog#: N9574 Contributed by: John K. Kallman Show,2011-02-05,False,True
['http://themogh.org/cg_pix/nv/166908.jpg'],"CG166908 Current Denom: $5 Issued: 2016 Added: 2016-07-17 Last Update: 2020-05-16 Color: Red Inserts: 2 Gray/2 Blue Mold: H&C (RHC) Inlay: OR-Blue Catalog#: TCR# D2391 Contributed by: Richard ""Reggie"" Gummer Show",2016-07-17,False,True
['http://themogh.org/cg_pix/nv/72452.jpg'],CG072452 Current Denom: $5 Issued: 1981 Added: 2012-04-26 Last Update: 2018-11-13 Color: Red Inserts: 4 Or/Li Mold: H&C (SCV) Inlay: HUB-WHITE/ Catalog#: N3412 Contributed by: Terry Shaffer Show,2012-04-26,False,True
['http://themogh.org/cg_pix/nv/67103.jpg'],"CG067103 Current Denom: $5 Issued: 1995 Added: 2012-03-11 Last Update: 2019-09-29 Color: Red Mold: Plain Mftr: Chipco Logo: Indian, Buffalo Catalog#: N0662 Contributed by: Justin Kelley Show",2012-03-11,False,True
['http://themogh.org/cg_pix/nv/174867.jpg'],"CG174867 Current Denom: $25 Issued: 2016 Added: 2017-01-11 Color: Green Inserts: 2 Purple, 2 Pink Mold: H&C (SCV) Inlay: OR-Blue Catalog#: NotInTCR Contributed by: Ricky Pushkin Show",2017-01-11,False,True
['http://themogh.org/cg_pix/nv/112994.jpg'],CG112994 Current Denom: $25 Issued: 1981 Added: 2013-08-02 Last Update: 2020-05-09 Color: Green Inserts: 4 Navy/4 Brown Mold: H&C (SCV) Inlay: SCA-WHITE Catalog#: N2564 Contributed by: Richard Huber Updated by: Richard Huber Show,2013-08-02,False,True
['http://themogh.org/cg_pix/nv/112996.jpg'],CG112996 Current Denom: $25 Issued: 1995 Added: 2013-08-02 Last Update: 2020-05-09 Color: Green Mold: Plain Mftr: Chipco Inlay: OOR-Multi Catalog#: N8172 Contributed by: Richard Huber Updated by: Richard Huber Show,2013-08-02,False,True
['http://themogh.org/cg_pix/nv/174868.jpg'],"CG174868 Current Denom: $100 Issued: 2016 Added: 2017-01-11 Color: Black Inserts: 2 Pink, 2 sxs White Mold: H&C (SCV) Inlay: OR-Blue Catalog#: NotInTCR Contributed by: Ricky Pushkin Show",2017-01-11,False,True
['http://themogh.org/cg_pix/nv/112997.jpg'],CG112997 Current Denom: $100 Issued: 1999 Added: 2013-08-02 Last Update: 2019-09-29 Color: Black Mold: Plain Mftr: Chipco Catalog#: V4009 Contributed by: Mike Christensen Show,2013-08-02,False,True
