image_urls,chip_info,issue_date,is_obsolete,has_valid_image
"['http://themogh.org/cg_pix/nv/167941.jpg', 'http://themogh.org/cg_pix/nv/167941a.jpg']",CG167941 Current Denom: 5 Issued: 1950s Added: 2016-08-04 Last Update: 2017-05-20 Color: Yellow Mold: Plain Inlay: HS-GOLD Logo: GN Catalog#: NotInTCR Contributed by: David Sarles Show,2016-08-04,False,True
"['http://themogh.org/cg_pix/nv/60577.jpg', 'http://themogh.org/cg_pix/nv/60577a.jpg']",CG060577 Current Denom: 5 Issued: 1950s Added: 2012-01-10 Last Update: 2012-01-10 Color: Yellow Mold: SmKey Inlay: HS Gold Logo: GN Catalog#: N7258 Contributed by: Alex Cilento Show,2012-01-10,False,True
"['http://themogh.org/cg_pix/nv/60574.jpg', 'http://themogh.org/cg_pix/nv/60574a.jpg']",CG060574 Current Denom: 5 Issued: 1951 Added: 2012-01-10 Last Update: 2017-05-20 Color: Green Mold: SCrown Inlay: HS-GOLD Logo: Nugget & Rays Catalog#: N6608.C Contributed by: Alex Cilento Show,2012-01-10,False,True
"['http://themogh.org/cg_pix/nv/60575.jpg', 'http://themogh.org/cg_pix/nv/60575a.jpg']",CG060575 Current Denom: 5 Issued: 1952 Added: 2012-01-10 Last Update: 2017-05-20 Color: Lavender Inserts: 3-Red Mold: SCrown Inlay: HS-GOLD Logo: Nugget & Rays Quantity: 27500 Catalog#: N6682.C Contributed by: Alex Cilento Show,2012-01-10,False,True
"['http://themogh.org/cg_pix/nv/167940.jpg', 'http://themogh.org/cg_pix/nv/167940a.jpg']",CG167940 Current Denom: 5 Issued: 1960s Added: 2016-08-04 Color: Red Inserts: 4 Gray Mold: SCrown Inlay: HS Gold Logo: Nugget Catalog#: E0671 Contributed by: David Sarles Show,2016-08-04,False,True
['http://themogh.org/cg_pix/nv/60583.jpg'],CG060583 Current Denom: 5 Issued: 1975 Added: 2012-01-10 Last Update: 2017-05-20 Color: Red Inserts: 3-Yellow Mold: G~N Inlay: R-WHITE Logo: Nugget Catalog#: N1719 Contributed by: Alex Cilento Show,2012-01-10,False,True
['http://themogh.org/cg_pix/nv/60581.jpg'],CG060581 Current Denom: 5 Issued: 1980s Added: 2012-01-10 Last Update: 2012-04-12 Color: RED Inserts: 4 Yellow Mold: House Inlay: HUB-WHITE Logo: Logo Catalog#: N1715 Contributed by: Alex Cilento Show,2012-01-10,False,True
['http://themogh.org/cg_pix/nv/60580.jpg'],CG060580 Current Denom: $5 Issued: 1992 Added: 2012-01-10 Last Update: 2022-05-23 Color: Red Inserts: 4 Gray/Yellow/Blue Mold: House Inlay: HUB-White Logo: Logo Catalog#: N4442 Contributed by: Alex Cilento Show,2012-01-10,False,True
['http://themogh.org/cg_pix/nv/305970.jpg'],CG305970 Current Denom: $5 Issued: 2021 Added: 2023-06-21 Last Update: 2023-07-08 Color: Red Inserts: 4 Gray/Yellow/Blue Mold: Plain Mftr: Icon Inlay: SCA-White Logo: Logo Catalog#: NotinTCR Contributed by: Jim Buell Updated by: Thomas Hambeck Show,2023-06-21,False,True
['http://themogh.org/cg_pix/nv/58184.jpg'],"CG058184 Current Denom: $10 Issued: 2004 Added: 2011-12-19 Last Update: 2017-05-20 Color: Orange Inserts: 2-Dark Green 2-Navy Mold: House Inlay: OR-WHITE,GOLD Catalog#: E3513 Contributed by: Brian ""Mr. Splashbar"" Cashman Used in poker room NGCB lists insert colors of Dark Blue & Indian Blue. Show",2011-12-19,False,True
['http://themogh.org/cg_pix/nv/70514.jpg'],"CG070514 Current Series: 2 Denom: $20 Issued: 1990 Added: 2012-04-05 Last Update: 2017-04-28 Color: Orange Inserts: 2blk/Red/Blk, 2blk Mold: House Inlay: R-White Catalog#: N4459 Contributed by: Gary Acquistapace CG070514 - Orange - Shown CG112748 - Orange ERROR - missing insert 43mm, Baccarat Contributors: Gary Acquistapace, Don Lueders Show",2012-04-05,False,True
['http://themogh.org/cg_pix/nv/089837.jpg'],"CG089837 Current Denom: $20 Issued: 2004 Added: 2012-09-03 Last Update: 2017-05-20 Color: Peach Inserts: 2 Green, 2 Tan Mold: House Inlay: OR-White Logo: Logo Catalog#: E3514 NGCB lists chip color as Arc Yellow with insert colors of Sherbet Green & Sunrise. Show",2012-09-03,False,True
['http://themogh.org/cg_pix/nv/44436.jpg'],CG044436 Current Denom: $100 Issued: 1946 Added: 2011-09-13 Last Update: 2011-09-13 Color: BLACK Mold: SmKey Inlay: DIECUT-Met Catalog#: V8635 Contributed by: Mike Christensen Show,2011-09-13,False,True
"['http://themogh.org/cg_pix/nv/44435.jpg', 'http://themogh.org/cg_pix/nv/44435a.jpg']",CG044435 Current Denom: $100 Issued: 1953 Added: 2011-09-13 Last Update: 2017-05-20 Color: Black Mold: SCrown Inlay: HS-GOLD Quantity: 3000 Catalog#: V4376 Contributed by: Mike Christensen Show,2011-09-13,False,True
['http://themogh.org/cg_pix/nv/58185.jpg'],"CG058185 Current Denom: $100 Issued: 1990s Added: 2011-12-19 Last Update: 2017-05-20 Color: Black Inserts: 4-Tri-Split Yello Mold: House Inlay: COG-WHITE Catalog#: N4456 Contributed by: Brian ""Mr. Splashbar"" Cashman Show",2011-12-19,False,True
['http://themogh.org/cg_pix/nv/112747.jpg'],CG112747 Current Denom: $100 Issued: 1998 Added: 2013-07-28 Last Update: 2016-10-31 Color: Black Inserts: 4-Lt Yellow Mold: House Inlay: COG-WHITE Logo: Baccarat Catalog#: V2638 Contributed by: Don Lueders Baccarat Oversized 43mm Show,2013-07-28,False,True
['http://themogh.org/cg_pix/nv/112746.jpg'],CG112746 Current Denom: $100 Issued: 1999 Added: 2013-07-28 Last Update: 2017-08-24 Color: Black Inserts: 4-Tri-Split Gold Mold: House Inlay: OR-WHITE Catalog#: V4375 Contributed by: Don Lueders Updated by: Don Leuders Image updated by Don Lueders 8/17 Show,2013-07-28,False,True
['http://themogh.org/cg_pix/nv/108249.jpg'],CG108249 Current Denom: $500 Issued: 1990s Added: 2013-06-22 Last Update: 2017-05-20 Color: Purple Inserts: 4-Lt Blue 4-Hot Pink Mold: House Inlay: NOT-WHITE Catalog#: E4509 Contributed by: Marc Shapiro Show,2013-06-22,False,True
['http://themogh.org/cg_pix/nv/293433.jpg'],"CG293433 Current Denom: $500 Issued: 1990s Added: 2022-10-10 Color: Purple Inserts: 4-Lt Blue 4-Hot Pink Mold: House Inlay: NOT-WHITE Catalog#: NotinTCR Contributed by: Shungo Okubo Smooth inlay, alpha dot Show",2022-10-10,False,True
