image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/65657.jpg'],CG065657 Current Denom: $2.50 Issued: 2005 Added: 2012-03-02 Last Update: 2018-01-21 Color: Yellow Inserts: 6 Blue Mold: 6Suits (ROT) Inlay: CIC-Silver Logo: Cactus Catalog#: E6435 Contributed by: Terry Shaffer CIC; Coin Smooth Show,2012-03-02,False,True
['http://themogh.org/cg_pix/nv/129106.jpg'],CG129106 Current Denom: $5 Issued: 1950s Added: 2016-07-22 Last Update: 2016-07-22 Color: Green Inserts: 3 Orange Mold: SmKey Inlay: HS Gold Catalog#: E6448 Contributed by: David Sarles Show,2016-07-22,False,True
['http://themogh.org/cg_pix/nv/129107.jpg'],CG129107 Current Denom: $5 Issued: 1956 Added: 2016-07-22 Last Update: 2016-07-22 Color: Navy Blue Inserts: 3 Beige Mold: SmKey Inlay: HS Gold Catalog#: N9397 Contributed by: David Sarles Show,2016-07-22,False,True
['http://themogh.org/cg_pix/nv/40888.jpg'],"CG040888 Current Denom: $5 Issued: 1960s Added: 2011-08-10 Last Update: 2014-06-11 Color: BLUE Inserts: 3 CREAM Mold: H&C (CJ) Inlay: SCA-WHITE,GREEN Logo: Cactus, Sun Quantity: 3000 Catalog#: N3693 Contributed by: Andy Hughes Show",2011-08-10,False,True
['http://themogh.org/cg_pix/nv/67141.jpg'],CG067141 Current Denom: $5 Issued: 1970s Added: 2012-03-11 Last Update: 2014-06-11 Color: RED Inserts: 6 Blue Mold: DieCar Inlay: COIN-SILVER Catalog#: N0941.S Contributed by: Terry Shaffer CIC; INCUSED Smooth Coin Show,2012-03-11,False,True
['http://themogh.org/cg_pix/nv/129105.jpg'],CG129105 Current Denom: $5 Issued: 1970s Added: 2021-09-25 Last Update: 2021-09-25 Color: Maroon Inserts: 3 Green Mold: DieCar Inlay: HS Gold Logo: Cactus Catalog#: V3776 Contributed by: Steve Passalacqua Incused. May be unique. Show,2021-09-25,False,True
['http://themogh.org/cg_pix/nv/176192.png'],CG176192 Current Denom: $5 Issued: 1980s Added: 2017-02-21 Last Update: 2018-01-24 Color: Red Inserts: 6 Blue Mold: 6Suits (ROT) Inlay: CIC-Silver Catalog#: E6436 Contributed by: Pat Jones CIC; Smooth coin Show,2017-02-21,False,True
['http://themogh.org/cg_pix/nv/52741.jpg'],CG052741 Current Denom: $5 Issued: 1980s Added: 2011-11-05 Last Update: 2019-08-23 Color: Red Inserts: 6 Blue Mold: Die4Suit (LOT) Inlay: CIC-Silver Catalog#: N0872.S Contributed by: Terry Shaffer CIC; Smooth coin Show,2011-11-05,False,True
['http://themogh.org/cg_pix/nv/72926.jpg'],CG072926 Current Denom: $25 Issued: 1980s Added: 2012-05-01 Last Update: 2019-08-24 Color: Green Inserts: 6 Orange Mold: Die4Suit (LOT) Inlay: CIC-Silver Catalog#: V2192 Contributed by: Sheldon Cooper CIC; Spun Coin Show,2012-05-01,False,True
['http://themogh.org/cg_pix/nv/67651.jpg'],CG067651 Current Denom: $25 Issued: 1981 Added: 2012-03-15 Last Update: 2014-06-11 Color: Green Inserts: 6 Orange Mold: DieCar Inlay: COIN-SILVER Logo: Cactus Catalog#: N0515 Contributed by: Tom Walton CIC; Incused Show,2012-03-15,False,True
['http://themogh.org/cg_pix/nv/243659.jpg'],"CG243659 Current Denom: $25 Issued: 1960s Added: 2020-06-13 Color: Green Inserts: 3 Orange Mold: H&C (CJ) Inlay: SCA-WHITE, GREEN Logo: Cactus & Sun Quantity: 500 Catalog#: N8033.c Contributed by: Greg Ikemoto Show",2020-06-13,False,True
['http://themogh.org/cg_pix/nv/301587.jpg'],"CG301587 Current Denom: $25 Issued: 1980s Added: 2023-02-27 Color: Green Inserts: 6 Orange Mold: Die4Suit (LOT) Inlay: CIC-Silver Catalog#: V2192.C Contributed by: David Sarles CIC; Spun Coin - Cancelled, Notched Show",2023-02-27,False,True
